Bodlinatka turecká *,Savci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=492,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=492
Bojga ularburong ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=812,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=812
Bongo horský ,Savci / Profil,7000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=399,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=399
Bukáček malý ,Ptáci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1127,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1127
Bulbul černohlavý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1163,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1163
Bulbul rudouchý ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=733,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=733
Buvolec běločelý *,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=585,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=585
Chameleon obrovský ,Plazi / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=988,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=988
Chápan středoamerický ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=293,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=293
Chřestýš kostkovaný ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1218,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1218
Chřestýšovec mangšanský ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1343,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1343
Čája obojková *,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1164,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1164
Čáp černý ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=93,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=93
Čáp simbil ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=94,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=94
Čejka australská ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1166,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1166
Čejka jihoamerická ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1300,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1300
Čejka žlutonohá (= senegalská) *,Ptáci,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1021,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1021
Čichavec drobnošupinný *,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=940,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=940
Čichavec líbající *,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=791,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=791
Čichavec perleťový *,Ryby,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=913,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=913
Čírka diamantová ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1265,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1265
Čírka modrá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=120,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=120
Čírka obecná ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=118,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=118
Čírka úzkozobá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=860,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=860
Čírka žlutozobá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1267,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1267
Člunozobec africký ,Ptáci / Profil,6000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=895,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=895
Čukvala zavalitá ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=760,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=760
Daman stromový *,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1151,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1151
Dikobraz jihoafrický ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=684,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=684
Dikobraz srstnatonosý ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=364,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=364
Dlouhokrčka drsná (= Siebenrockova) ,Plazi,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=773,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=773
Dracéna guyanská ,Plazi,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=59,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=59
Drozd černoprsý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1082,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1082
Drozd oranžovohlavý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=533,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=533
Drozd zpěvný *,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1372,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1372
Dudek chocholatý *,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=233,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=233
Dudkovec stromový ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1276,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1276
Dvojzoborožec hnědavý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1237,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1237
Dvojzoborožec indický (= žlutozobý) ,Ptáci,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=234,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=234
Dvojzoborožec nosorožčí ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=648,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=648
Dytík skvrnitý *,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1209,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1209
Dytík úhorní ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=666,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=666
Dytík velký ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1301,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1301
Emu hnědý ,Ptáci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=85,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=85
Felzuma Standingova ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1216,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1216
Fenek ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=317,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=317
Flétnák australský ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1167,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1167
Frankolín žlutokrký ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=491,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=491
Gaviál indický ,Plazi / Profil,30000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1101,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1101
Gekon létavý ,Plazi,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1374,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1374
Gekon modrý ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1246,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1246
Gekon obrovský ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1357,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1357
Gekon skvrnitý ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1323,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1323
Gekon turkestánský ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1247,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1247
Gekon Turnerův ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=874,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=874
Gekon zázračný ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1248,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1248
Gekončík východoafrický ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=781,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=781
Gepard ,Savci / Profil,20000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=337,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=337
Gibon stříbrný ,Savci / Profil,8000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1365,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1365
Gorila nížinná ,Savci / Profil,30000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=298,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=298
Guan modrohrdlý *,Ptáci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=152,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=152
Gueréza pláštíková ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=827,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=827
Gundi saharský ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1142,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1142
Hadilov písař *,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=148,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=148
Hoko přilbový ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1273,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1273
Holoubek skořicový ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1078,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1078
Holub bronzovokřídlý ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=191,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=191
Holub bronzový ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=188,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=188
Holub domácí ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1210,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1210
Holub doupňák ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=994,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=994
Holub dvoubarvý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=189,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=189
Holub hřivnáč ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1352,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1352
Holub chocholatý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=186,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=186
Holub krvavý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=184,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=184
Holub modroocasý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=557,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=557
Holub nikobarský ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=190,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=190
Holub podkovní ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1168,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1168
Holub příčkoprsý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1102,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1102
Holub růžový ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=545,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=545
Holub skalní ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=917,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=917
Holub wonga ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1169,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1169
Holub zelenokřídlý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1170,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1170
Holub zlatoprsý *,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1219,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1219
Hrabáč kapský ,Savci,7000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=371,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=371
Hrdlička čínská ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=867,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=867
Hrdlička divoká *,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=996,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=996
Hroch obojživelný ,Savci / Profil,50000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=385,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=385
Hroznýš psohlavý ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=70,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=70
